runId	fit_min	fit_max	fit_avg	fit_std
1	296911	1.9631e+009	1.2201e+008	4.14122e+008
2	187033	2.25729e+009	1.24667e+008	4.31691e+008
3	869539	1.37178e+009	1.05158e+008	3.21596e+008
4	683043	1.50598e+009	9.13674e+007	3.15844e+008
5	210668	2.43232e+009	1.58643e+008	4.96616e+008
6	198441	1.73986e+009	9.19926e+007	3.15372e+008
7	717879	1.75779e+009	1.39779e+008	4.24437e+008
8	424723	1.88152e+009	1.38824e+008	4.27832e+008
9	224176	1.94532e+009	1.15959e+008	3.93733e+008
10	458751	1.2707e+009	9.25344e+007	2.97057e+008
11	338375	1.34202e+009	9.433e+007	2.88428e+008
12	139242	1.6081e+009	8.80052e+007	2.9859e+008
13	388828	1.82794e+009	1.42772e+008	4.32047e+008
14	334569	1.70032e+009	1.26487e+008	3.97901e+008
15	599465	1.45587e+009	9.79412e+007	3.06114e+008
16	470379	1.87462e+009	1.46383e+008	4.46975e+008
17	554005	1.19591e+009	1.04557e+008	3.11337e+008
18	310983	1.7583e+009	1.14503e+008	3.77856e+008
19	388690	1.46915e+009	1.27356e+008	3.86776e+008
20	1.35432e+006	1.36862e+009	7.42391e+007	2.49695e+008
21	339470	1.51821e+009	1.02219e+008	3.18216e+008
22	371234	1.68327e+009	1.38483e+008	4.20379e+008
23	184774	1.11484e+009	8.91593e+007	2.69222e+008
24	475995	2.18806e+009	1.48825e+008	4.72479e+008
25	512356	1.33492e+009	9.52263e+007	2.99375e+008
26	866279	1.62336e+009	1.1988e+008	3.7222e+008
27	354954	1.62706e+009	1.03151e+008	3.37905e+008
28	199117	1.41551e+009	1.01819e+008	3.157e+008
29	216970	1.93347e+009	1.11446e+008	3.67145e+008
30	176320	1.52257e+009	1.23771e+008	3.77075e+008
