runId	fit_min	fit_max	fit_avg	fit_std
1	100.462	8542.51	851.164	2084.59
2	88.8046	8293.69	700.554	1667.63
3	107.531	6931.6	745.433	1745.73
4	82.6751	7731.6	687.338	1560.32
5	114.395	7644.35	831.165	1984.78
6	86.7687	6349.67	629.015	1391.44
7	99.3507	7357.32	737.489	1727.8
8	104.549	7942.29	709.406	1694.59
9	104.288	6372.92	691.684	1584.46
10	85.6726	8065.13	857.281	2080.35
11	81.861	8150.36	778.737	1933.21
12	90.0766	9838.9	993.107	2459.64
13	99.3114	8908.67	840.954	2073.51
14	103.587	7983.14	683.239	1620.05
15	105.017	6697.48	747.256	1732.39
16	87.5352	9318.3	821.511	2030.39
17	90.7594	8111.54	785.803	1854.72
18	88.6906	9222.08	873.039	2150.5
19	118.104	6425.41	742.021	1735.94
20	88.7111	10350.7	916.295	2392.32
21	90.4943	9286.17	886.928	2215
22	85.8359	7053.41	722.902	1752.15
23	92.4628	9270.72	801.387	1997.33
24	95.6679	10235.6	832.569	2213.41
25	92.8596	11087.2	816.967	2204.11
26	104.52	9635.77	886.125	2193.23
27	86.2644	7114.82	770.183	1812.74
28	91.8702	8855.59	855.503	2156.07
29	84.7781	10361.9	915.256	2316.91
30	95.8194	10150.3	837.47	2145.33
