runId	fit_min	fit_max	fit_avg	fit_std
1	405957	1.90394e+009	1.43787e+008	4.40607e+008
2	186346	1.9678e+009	1.38825e+008	4.26302e+008
3	588228	2.72351e+009	1.48076e+008	5.09493e+008
4	435780	5.37584e+009	2.0036e+008	8.11855e+008
5	502511	3.21614e+009	1.77242e+008	5.991e+008
6	573161	3.28936e+009	2.14044e+008	7.24878e+008
7	640646	4.74358e+009	2.49371e+008	9.00165e+008
8	286638	1.94084e+009	1.20916e+008	3.98726e+008
9	180302	8.39804e+009	3.46693e+008	1.40362e+009
10	438497	2.43073e+009	1.16642e+008	4.16602e+008
11	517595	3.385e+009	1.66311e+008	5.79958e+008
12	875580	5.78699e+009	2.89787e+008	1.09059e+009
13	522230	1.90906e+009	1.30039e+008	4.4771e+008
14	84498.8	1.74805e+009	1.28123e+008	3.96965e+008
15	956326	4.30204e+009	2.42857e+008	8.09418e+008
16	523433	1.92238e+009	9.34462e+007	3.52918e+008
17	1.20439e+006	4.88582e+009	2.29494e+008	8.42473e+008
18	353496	3.97491e+009	2.48473e+008	8.29656e+008
19	370206	2.27661e+009	1.20812e+008	4.14841e+008
20	459181	2.37642e+009	1.66472e+008	5.28912e+008
21	622183	2.82818e+009	1.40849e+008	4.86284e+008
22	107002	2.86522e+009	1.89063e+008	6.27984e+008
23	422757	1.54915e+009	1.1929e+008	3.73109e+008
24	107940	1.09738e+009	8.02994e+007	2.50907e+008
25	365018	1.5964e+009	1.15214e+008	3.50467e+008
26	384842	3.49673e+009	1.98233e+008	7.15208e+008
27	639758	3.1945e+009	1.35631e+008	5.18313e+008
28	339025	4.21988e+009	2.06645e+008	7.68435e+008
29	82651.4	3.95486e+009	2.41825e+008	8.09663e+008
30	561886	2.10254e+009	1.22714e+008	4.12876e+008
