runId	fit_min	fit_max	fit_avg	fit_std
1	41.0453	7822.01	657.536	1711.94
2	25.9215	7205.83	704.266	1863.78
3	22.9367	9507.87	795.466	2222.62
4	12.2674	6583.2	640.124	1690.48
5	25.7958	9745.73	842.529	2331.07
6	21.6689	7577.75	728.715	1945
7	28.3968	8187.84	724.126	1923.88
8	13.8032	9533.25	685.774	1873.33
9	46.5189	7038.63	645.398	1676.46
10	43.8476	7717.32	662.039	1818.92
11	23.7433	8503.2	586.968	1738.4
12	21.8893	6454.98	610.701	1589.91
13	48.9674	8373.43	806.442	2096.6
14	20.7371	8989.12	692.556	1871.88
15	10.4701	8945.24	699.388	1814.65
16	25.4199	9008.09	703.396	1920.95
17	26.705	7024.25	666.873	1721.63
18	19.3464	8211.46	747.081	1988.26
19	18.0906	9982.76	781.345	2145.3
20	25.0693	10658.3	844.091	2331.57
21	24.5649	8988.11	724.064	1950.21
22	31.0727	7014.76	699.701	1785.75
23	15.9358	6713.76	567.543	1461.58
24	13.2902	7566.55	734.897	1910.12
25	11.5355	8440.32	634.404	1797.33
26	14.8408	8749.75	774.735	2126.37
27	30.0532	8964.24	737.849	2036.16
28	43.0874	9107.88	625.103	1661.16
29	38.2106	10746.6	889.524	2462.34
30	13.0973	8676.86	815.631	2182.45
