runId	fit_min	fit_max	fit_avg	fit_std
1	577734	1.00519e+009	6.30404e+007	1.91045e+008
2	1.80683e+006	2.2752e+009	1.15966e+008	3.97686e+008
3	1.49346e+006	2.65207e+009	1.33685e+008	4.62816e+008
4	3.04519e+006	3.81148e+009	1.7855e+008	6.19603e+008
5	1.52361e+006	2.31236e+009	1.25021e+008	4.17437e+008
6	1.93312e+006	6.56245e+008	4.89995e+007	1.4067e+008
7	1.9467e+006	1.44434e+009	7.84514e+007	2.53298e+008
8	1.14223e+006	1.39518e+009	9.10657e+007	3.03382e+008
9	1.03253e+006	3.86441e+009	1.4817e+008	6.0078e+008
10	1.39076e+006	1.05626e+009	4.65032e+007	1.60668e+008
11	614028	2.99532e+009	1.3593e+008	4.97807e+008
12	2.69316e+006	1.42752e+009	8.75457e+007	2.84778e+008
13	1.96457e+006	3.5552e+009	1.4576e+008	5.9398e+008
14	1.45406e+006	1.64418e+009	1.16433e+008	3.42598e+008
15	2.41843e+006	1.67629e+009	7.02886e+007	2.5658e+008
16	1.12247e+006	4.18204e+009	1.20655e+008	6.01771e+008
17	2.41021e+006	1.74519e+009	7.6312e+007	2.7216e+008
18	2.00286e+006	1.45197e+009	1.05356e+008	3.1675e+008
19	1.69953e+006	1.32722e+009	5.64162e+007	2.08334e+008
20	1.9187e+006	2.33527e+009	6.68302e+007	3.32718e+008
21	1.34838e+006	1.21179e+009	1.07246e+008	3.21869e+008
22	1.3025e+006	3.02454e+009	1.37913e+008	5.10876e+008
23	3.85549e+006	2.02194e+009	9.78374e+007	3.51035e+008
24	3.90446e+006	2.63175e+009	9.5743e+007	3.92255e+008
25	862615	2.06363e+009	8.06154e+007	3.1432e+008
26	1.14026e+006	2.27012e+009	1.28462e+008	4.09859e+008
27	1.61197e+006	4.8235e+009	2.29249e+008	8.28296e+008
28	1.69317e+006	1.45464e+009	7.73455e+007	2.57677e+008
29	3.08719e+006	6.0165e+009	1.85461e+008	8.78161e+008
30	2.17214e+006	2.99287e+009	1.21169e+008	4.74546e+008
