runId	fit_min	fit_max	fit_avg	fit_std
1	942.374	6.67243e+009	2.70668e+008	1.04101e+009
2	7310.1	1.61246e+009	1.09281e+008	3.67763e+008
3	1230.45	4.00292e+009	2.1507e+008	7.58483e+008
4	8340.68	2.72438e+009	1.96771e+008	6.25094e+008
5	2759.87	1.64403e+009	1.00214e+008	3.38829e+008
6	1002.73	2.30685e+009	1.50159e+008	5.02827e+008
7	1338.68	1.62299e+009	8.23462e+007	3.09152e+008
8	280.061	6.52017e+009	3.2984e+008	1.23141e+009
9	511.734	3.62918e+009	2.57839e+008	8.3117e+008
10	1727.64	2.25016e+009	1.13756e+008	4.26037e+008
11	1098.55	2.04288e+009	1.2557e+008	4.35938e+008
12	704.965	1.52431e+009	8.36994e+007	2.99091e+008
13	1377.27	3.90015e+009	1.96905e+008	7.19689e+008
14	1541.32	1.56047e+009	1.14123e+008	3.65675e+008
15	564.197	2.59846e+009	1.42294e+008	4.89425e+008
16	869.159	3.96088e+009	2.20974e+008	7.61166e+008
17	1344.57	4.04574e+009	1.96912e+008	7.30803e+008
18	5946.58	2.56797e+009	1.51051e+008	5.03903e+008
19	7089.19	6.51624e+009	3.14356e+008	1.17784e+009
20	2590.83	3.49438e+009	2.56892e+008	8.20821e+008
21	1129.31	3.65381e+009	1.55983e+008	5.92588e+008
22	182.467	8.31441e+009	3.72041e+008	1.40902e+009
23	938.014	1.38134e+009	8.5941e+007	2.8814e+008
24	810.979	2.11966e+009	1.14202e+008	4.15401e+008
25	934.994	3.61762e+009	2.32205e+008	7.82965e+008
26	1174.46	2.35259e+009	1.6372e+008	5.31383e+008
27	649.92	3.12048e+009	1.68655e+008	5.83124e+008
28	5274.25	1.71352e+009	1.13471e+008	3.69971e+008
29	1028.94	1.44684e+009	1.0555e+008	3.41802e+008
30	686.515	6.65418e+009	2.22941e+008	1.00484e+009
