runId	fit_min	fit_max	fit_avg	fit_std
1	202742	2.30413e+009	8.99316e+007	3.56412e+008
2	102984	1.43738e+009	6.05281e+007	2.40624e+008
3	75738.6	1.13875e+009	5.44036e+007	1.91734e+008
4	84429.1	1.26738e+009	8.86738e+007	2.83808e+008
5	113603	1.11691e+009	7.21654e+007	2.3318e+008
6	87973.6	1.01477e+009	6.20605e+007	1.97633e+008
7	139651	6.17441e+008	3.37856e+007	1.16235e+008
8	162015	1.97318e+009	1.16879e+008	3.97577e+008
9	170953	1.77037e+009	7.52242e+007	2.97989e+008
10	188361	8.20026e+008	5.51113e+007	1.72576e+008
11	139345	1.35106e+009	6.14886e+007	2.34974e+008
12	134015	5.92033e+009	2.0234e+008	8.85923e+008
13	91155.4	3.4948e+009	1.3972e+008	5.74524e+008
14	60100.2	1.39675e+009	9.90914e+007	3.20406e+008
15	230468	1.90457e+009	1.04458e+008	3.91163e+008
16	113074	6.43959e+008	3.26038e+007	1.16742e+008
17	297150	2.15295e+009	1.17921e+008	4.27213e+008
18	125950	4.36004e+009	1.32516e+008	6.38676e+008
19	115403	4.38155e+009	1.21295e+008	6.35068e+008
20	146378	3.73544e+009	9.80392e+007	5.33047e+008
21	61000.4	6.74339e+008	4.32244e+007	1.39506e+008
22	244451	1.86686e+009	1.27574e+008	4.23976e+008
23	91910	1.45087e+009	6.91042e+007	2.44569e+008
24	84266	3.17908e+009	1.06015e+008	4.94728e+008
25	134514	1.37426e+009	6.62941e+007	2.30386e+008
26	59471	1.5531e+009	8.15933e+007	2.81212e+008
27	138752	3.03367e+009	1.45486e+008	5.29032e+008
28	127541	1.95801e+009	9.3352e+007	3.49655e+008
29	189004	1.76271e+009	8.63326e+007	3.30391e+008
30	118281	3.5929e+009	1.52444e+008	5.79993e+008
