runId	fit_min	fit_max	fit_avg	fit_std
1	8.45356	7531.36	639.445	1857.55
2	13.643	9432.39	809.529	2374.87
3	9.7456	8055.05	616.484	1835.08
4	20.3362	9566.11	691.24	2027.58
5	15.7769	5237.61	488.894	1389.95
6	19.7886	10290.4	765.105	2273.49
7	12.7288	6942.6	666.822	1930.08
8	8.72676	9875.53	682.022	2036.11
9	23.598	8932.57	620.284	1827.71
10	10.1627	10066.1	662.914	2036.88
11	15.5095	8761.21	645.329	1924.4
12	15.6116	12428.6	679.88	2176.94
13	20.8804	10077.2	756.8	2281.22
14	16.7047	9894.94	642.373	1943.51
15	21.6208	6530.07	526.403	1533.35
16	10.2165	7471.41	643.712	1858.85
17	19.0179	9037.79	676.313	2027.63
18	10.0805	8375.94	630.512	1873.82
19	8.70428	10542.5	788.301	2338.43
20	14.3878	7103.65	514.055	1529.02
21	13.579	12125	809.215	2448.29
22	16.0161	9843.8	637.46	2020.94
23	17.6842	8223.56	734.04	2116.74
24	7.58041	7835.8	633.069	1974.49
25	13.6682	9396.74	827.686	2415.08
26	23.6559	7938.68	678.946	1941.76
27	13.878	8586.26	523.075	1632.91
28	13.7711	10620.8	866.353	2589.15
29	18.0127	7885.16	710.013	2042.4
30	20.4983	7400.33	683.617	1966.49
