runId	fit_min	fit_max	fit_avg	fit_std
1	10132.5	6.83283e+008	2.53668e+007	1.10121e+008
2	5792.47	1.81107e+009	1.04158e+008	3.67137e+008
3	8596.91	4.93975e+008	1.24761e+007	7.14813e+007
4	10984.2	2.52618e+009	8.24684e+007	3.84898e+008
5	3805.35	1.9475e+009	4.6803e+007	2.78379e+008
6	7170.57	2.76942e+009	1.70471e+008	5.741e+008
7	4937.51	2.39799e+009	9.9178e+007	3.89674e+008
8	7368.97	4.1095e+009	1.53841e+008	6.85247e+008
9	7953.56	4.41863e+009	1.17672e+008	6.46786e+008
10	12052.5	3.05564e+009	1.50213e+008	5.5158e+008
11	7142.82	2.62314e+009	1.27284e+008	4.62101e+008
12	4017.62	1.17864e+009	5.23788e+007	2.15277e+008
13	9672.38	2.18538e+009	8.46781e+007	3.51374e+008
14	6434.7	2.06661e+009	5.3985e+007	2.97062e+008
15	9290.31	2.33763e+009	7.4596e+007	3.67488e+008
16	7992.01	4.11373e+009	1.81929e+008	6.66275e+008
17	5356.19	3.93945e+009	1.4833e+008	6.26584e+008
18	10849.1	4.17317e+008	2.14457e+007	8.00805e+007
19	10939.5	1.97813e+009	5.88589e+007	2.88579e+008
20	6991.02	2.95968e+009	1.75859e+008	6.15882e+008
21	6350.33	1.40958e+009	3.59776e+007	2.04258e+008
22	9813.28	2.15474e+009	6.10906e+007	3.13122e+008
23	2379.11	2.73438e+009	1.4319e+008	5.69341e+008
24	9456.79	3.95335e+009	1.64912e+008	7.34459e+008
25	8989.9	4.24429e+009	1.06375e+008	6.03388e+008
26	5573.78	9.60015e+008	2.59302e+007	1.40416e+008
27	7151.44	1.9633e+009	1.0104e+008	3.60016e+008
28	8774.87	5.1102e+009	1.35907e+008	7.31289e+008
29	12430.7	2.30025e+009	7.80464e+007	3.71374e+008
30	5476.84	2.55724e+009	9.49655e+007	4.05488e+008
