runId	fit_min	fit_max	fit_avg	fit_std
1	-7.10543e-015	1072.34	63.7509	212.478
2	-7.10543e-015	1101.56	69.3537	222.152
3	-7.10543e-015	783.095	45.4789	149.902
4	-7.10543e-015	979.19	69.4872	228.243
5	-7.10543e-015	1098.76	74.836	247.738
6	-7.10543e-015	729.508	42.1972	147.916
7	-7.10543e-015	938.028	62.2486	203.491
8	-7.10543e-015	861.972	63.9046	201.135
9	-7.10543e-015	1199.41	86.7408	284.65
10	-7.10543e-015	858.554	60.4918	200.315
11	-7.10543e-015	827.954	60.3947	190.854
12	-7.10543e-015	705.571	56.0745	175.177
13	-7.10543e-015	858.619	40.603	162.954
14	-7.10543e-015	1245.21	88.2756	279.915
15	-7.10543e-015	1031.29	63.3818	206.705
16	-7.10543e-015	885.44	60.4549	193.484
17	-7.10543e-015	770.083	48.6158	157.437
18	-7.10543e-015	733.369	46.1302	149.634
19	-7.10543e-015	1067.23	42.8615	171.009
20	-7.10543e-015	1112.34	72.3764	240.194
21	-7.10543e-015	988.863	68.0656	219.804
22	-7.10543e-015	639.284	44.816	142.614
23	-7.10543e-015	932.944	59.1098	192.331
24	-7.10543e-015	542.783	35.8075	118.253
25	-7.10543e-015	1442.78	70.3507	250.019
26	-7.10543e-015	706.209	58.6284	184.87
27	-7.10543e-015	804.185	50.2044	161.959
28	-7.10543e-015	905.199	61.1313	199.383
29	-7.10543e-015	1040.66	80.3174	247.063
30	-7.10543e-015	1330.14	85.2686	278.869
