runId	fit_min	fit_max	fit_avg	fit_std
1	17.3553	3.39284e+006	153225	555056
2	12.1397	1.44144e+006	105578	333681
3	26.9357	1.62404e+006	115866	366074
4	30.5541	2.44179e+006	100869	382058
5	18.4783	2.71706e+006	140245	485913
6	26.3519	1.73162e+006	143251	442535
7	21.7032	1.44102e+006	111589	344945
8	30.3334	2.73009e+006	175501	580175
9	32.6821	1.93177e+006	122888	404176
10	24.6492	2.0919e+006	180234	552095
11	26.3253	2.68098e+006	112616	429785
12	28.0521	2.04819e+006	140819	467713
13	26.8695	2.51978e+006	163558	547577
14	22.6672	2.17568e+006	112894	388622
15	26.4506	1.22309e+006	55052.2	199087
16	25.4457	1.57265e+006	98031.4	319190
17	30.4191	1.46432e+006	102176	321735
18	19.9872	1.61555e+006	99856.9	335357
19	24.2267	2.29462e+006	164177	545727
20	19.3561	1.80546e+006	116161	385309
21	31.6017	1.46908e+006	84048.4	278885
22	26.3887	2.66044e+006	119969	454065
23	19.4649	3.3078e+006	158449	569216
24	23.5153	1.02264e+006	72625.4	230350
25	22.7893	2.74118e+006	130155	475358
26	32.3198	1.34769e+006	99036	313955
27	25.6639	1.97458e+006	130359	417442
28	24.1334	2.03919e+006	154608	498994
29	28.6509	2.34162e+006	131320	451538
30	21.854	2.87914e+006	141052	491428
