runId	fit_min	fit_max	fit_avg	fit_std
1	67.1093	8.99186e+007	6.18939e+006	1.96897e+007
2	71.3434	6.81692e+007	5.91149e+006	1.80182e+007
3	62.0704	1.11898e+008	7.49971e+006	2.36271e+007
4	65.9237	7.83576e+007	5.93274e+006	1.87204e+007
5	70.3028	7.93488e+007	6.05349e+006	1.88045e+007
6	61.0539	8.38469e+007	6.21438e+006	1.97577e+007
7	65.6479	7.33216e+007	5.94579e+006	1.8191e+007
8	56.4473	7.96437e+007	5.01018e+006	1.60055e+007
9	43.461	1.15052e+008	6.30861e+006	2.10489e+007
10	63.7443	8.04293e+007	5.58285e+006	1.76568e+007
11	68.5154	7.82416e+007	7.05799e+006	2.14715e+007
12	61.0815	8.23822e+007	4.72456e+006	1.58654e+007
13	62.0767	9.80496e+007	6.03989e+006	1.98175e+007
14	51.6231	6.93426e+007	5.86736e+006	1.8097e+007
15	56.5159	9.30774e+007	7.40711e+006	2.32591e+007
16	61.6574	8.09203e+007	5.43419e+006	1.70417e+007
17	63.9393	6.38025e+007	5.30174e+006	1.65616e+007
18	60.5998	1.07797e+008	7.65584e+006	2.37837e+007
19	47.3458	5.1671e+007	4.71841e+006	1.44147e+007
20	29.9545	7.06594e+007	6.21966e+006	1.8977e+007
21	61.5385	7.87447e+007	6.01405e+006	1.87021e+007
22	77.9937	7.15078e+007	6.20391e+006	1.90637e+007
23	59.5318	7.93336e+007	6.49042e+006	1.99967e+007
24	61.1579	7.16764e+007	5.12823e+006	1.62555e+007
25	57.9395	8.83695e+007	6.18501e+006	1.94078e+007
26	64.9067	8.35381e+007	6.49021e+006	2.02475e+007
27	68.0741	6.57324e+007	4.83083e+006	1.50887e+007
28	63.4091	7.37923e+007	5.2991e+006	1.64743e+007
29	70.8148	6.26477e+007	4.88224e+006	1.51336e+007
30	69.274	7.84908e+007	4.94515e+006	1.6253e+007
