runId	fit_min	fit_max	fit_avg	fit_std
1	283.323	2.98988e+009	1.31423e+008	4.94367e+008
2	4430.71	2.58687e+009	1.74962e+008	5.72824e+008
3	12.9493	3.33205e+009	1.72261e+008	5.94709e+008
4	356.356	1.91915e+009	1.18821e+008	4.02578e+008
5	11.9907	2.32627e+009	1.64608e+008	5.17652e+008
6	16.9295	2.95056e+009	1.29324e+008	5.01152e+008
7	14.8113	2.35388e+009	1.48277e+008	4.87729e+008
8	6333.72	3.51601e+009	1.73583e+008	6.04661e+008
9	62.0649	2.28845e+009	1.33729e+008	4.4464e+008
10	66.245	3.56293e+009	1.65114e+008	5.99204e+008
11	18.5838	3.41908e+009	1.64353e+008	6.25067e+008
12	17.8338	1.80166e+009	1.00042e+008	3.38819e+008
13	14.8759	1.08061e+009	8.12779e+007	2.5951e+008
14	48.505	3.28356e+009	2.09688e+008	7.06457e+008
15	12.6462	5.69851e+009	2.19778e+008	8.82457e+008
16	340.486	1.32171e+009	7.65334e+007	2.58458e+008
17	12.6489	4.69717e+009	1.91316e+008	7.7046e+008
18	15.1622	2.52409e+009	1.30804e+008	4.53211e+008
19	15.3243	4.9831e+009	2.69116e+008	9.37409e+008
20	771.798	4.9062e+009	1.73237e+008	7.35032e+008
21	13.9428	1.83738e+009	1.16715e+008	3.87976e+008
22	133.738	6.91379e+009	2.37221e+008	1.0222e+009
23	19.9013	3.31444e+009	2.18643e+008	7.28861e+008
24	1907.26	3.06399e+009	1.00984e+008	4.58525e+008
25	11.9428	3.24226e+009	1.39214e+008	5.69755e+008
26	14.3332	1.47381e+009	1.24407e+008	3.81815e+008
27	13.5617	2.90995e+009	1.0805e+008	4.53295e+008
28	12.8082	4.99424e+009	2.24128e+008	8.23782e+008
29	11.8806	2.45918e+009	1.43984e+008	4.77876e+008
30	188.04	4.09091e+009	1.83283e+008	6.83396e+008
