runId	fit_min	fit_max	fit_avg	fit_std
1	1136.71	2.07554e+007	595226	3.03488e+006
2	945.019	5.9123e+007	1.63243e+006	8.61216e+006
3	972.32	5.94215e+008	2.14667e+007	9.8069e+007
4	911.918	1.52112e+008	3.27099e+006	2.15111e+007
5	1377.97	2.88335e+008	7.72242e+006	4.14776e+007
6	1547.79	2.42549e+008	4.89551e+006	3.42956e+007
7	938.777	5.08999e+008	1.10807e+007	7.20747e+007
8	1622.58	1.55261e+008	3.30632e+006	2.19576e+007
9	1337.2	7.26619e+008	1.54444e+007	1.02726e+008
10	1151.33	4.64767e+008	1.10194e+007	6.61856e+007
11	1218	1.16289e+008	2.52666e+006	1.64441e+007
12	582.517	3.35753e+008	7.16599e+006	4.74635e+007
13	872.946	1.97266e+008	4.37763e+006	2.79406e+007
14	923.791	1.72632e+009	3.54346e+007	2.44063e+008
15	1117.08	1.90236e+007	810275	3.4006e+006
16	620.096	7.27805e+007	2.02754e+006	1.08379e+007
17	662.962	9.34948e+007	2.05912e+006	1.32177e+007
18	619.083	4.25189e+008	1.00486e+007	6.08084e+007
19	976	4.58068e+009	9.24164e+007	6.47703e+008
20	632.59	1.11079e+008	2.34591e+006	1.57e+007
21	766.836	7.92519e+006	382101	1.56346e+006
22	1597.54	1.53908e+008	5.13092e+006	2.51379e+007
23	926.619	1.37963e+008	3.13576e+006	1.95826e+007
24	923.546	1.45249e+008	4.19905e+006	2.17136e+007
25	1333.16	5.02951e+008	1.13256e+007	7.14642e+007
26	1434.53	1.62613e+007	500353	2.50702e+006
27	979.366	3.81843e+007	1.5498e+006	7.01087e+006
28	585.492	9.67374e+007	2.85061e+006	1.4069e+007
29	894.878	6.30972e+008	1.84296e+007	9.64635e+007
30	787.67	3.37048e+008	8.34661e+006	4.83893e+007
