runId	fit_min	fit_max	fit_avg	fit_std
1	187.042	993299	58273.8	204522
2	286.038	562255	40556.6	124600
3	280.86	562257	30668.9	104616
4	111.209	1.20556e+006	56028.6	199144
5	157.213	856852	48667.6	160958
6	92.3901	1.0209e+006	56945.9	201765
7	104.082	979688	46672.7	178265
8	62.4313	1.1311e+006	45097.2	175647
9	160.46	576063	42400.5	133770
10	132.72	473519	23776.9	86289.3
11	183.469	1.0536e+006	48587.5	179328
12	67.8538	879113	49533.7	164668
13	206.518	920861	61269.1	206702
14	179.762	1.43961e+006	75882.8	264177
15	142.743	770004	47415.9	150191
16	172.92	553785	40867.5	130659
17	163.898	456049	35530.3	108535
18	103.721	1.16627e+006	71996.4	242170
19	98.9952	980246	60802.5	204036
20	139.447	1.53796e+006	51733.6	232469
21	173.881	1.08105e+006	61440.4	204544
22	88.1504	1.35304e+006	47415.2	200552
23	57.7951	568784	40502.4	125631
24	151.264	808396	39365	145880
25	86.0651	632172	40272.5	132526
26	115.99	1.07192e+006	45979.6	170949
27	104.572	1.02946e+006	51567.5	189313
28	111.695	626700	32146.6	118386
29	159.017	930186	58276	201046
30	47.6472	553305	40566.5	129469
