runId	fit_min	fit_max	fit_avg	fit_std
1	1736.04	4.79283e+007	2.95193e+006	9.94841e+006
2	1909.26	5.01695e+007	3.00718e+006	1.0647e+007
3	1516.06	3.90245e+007	2.45383e+006	8.21946e+006
4	1958.02	4.57448e+007	2.73556e+006	9.37849e+006
5	2010.07	4.45062e+007	2.18258e+006	7.87122e+006
6	1896.4	4.29269e+007	2.55488e+006	8.94319e+006
7	2061.32	4.49951e+007	2.26368e+006	8.45838e+006
8	1993.46	2.915e+007	1.52863e+006	5.5028e+006
9	1737.52	6.01641e+007	3.12037e+006	1.09635e+007
10	1738.35	5.34639e+007	3.54511e+006	1.23495e+007
11	2514.26	6.37055e+007	3.5211e+006	1.24045e+007
12	1601.8	5.36876e+007	3.02922e+006	1.0752e+007
13	1868.96	7.94339e+007	3.56304e+006	1.31237e+007
14	1239.21	4.31279e+007	2.59805e+006	8.43801e+006
15	1884.32	3.99414e+007	2.26922e+006	7.93812e+006
16	1420.94	5.94136e+007	4.46746e+006	1.39142e+007
17	1943.35	6.75029e+007	2.79469e+006	1.08235e+007
18	1940.57	7.00709e+007	3.28583e+006	1.18105e+007
19	2007.65	2.14645e+007	1.42238e+006	4.59522e+006
20	1951.83	4.15356e+007	3.07867e+006	1.00213e+007
21	1631.34	1.90908e+007	1.57728e+006	4.88031e+006
22	1850.9	3.28707e+007	1.97928e+006	6.63914e+006
23	1160.91	5.08398e+007	1.92115e+006	8.01338e+006
24	1422.31	5.27234e+007	3.55847e+006	1.13622e+007
25	1886.79	1.69836e+007	834797	2.89015e+006
26	1904.01	3.7628e+007	2.77502e+006	8.9183e+006
27	2228.42	1.82103e+007	1.28843e+006	4.36326e+006
28	1883.22	3.52747e+007	2.43074e+006	8.05876e+006
29	1655.27	3.76903e+007	2.64778e+006	8.52067e+006
30	2004.09	5.18631e+007	3.54648e+006	1.20025e+007
