runId	fit_min	fit_max	fit_avg	fit_std
1	130161	7.3058e+007	6.28581e+006	1.68823e+007
2	240837	7.98866e+007	5.91429e+006	1.64926e+007
3	145568	1.20834e+008	8.23288e+006	2.37176e+007
4	9615.6	6.26576e+007	6.45474e+006	1.59995e+007
5	76658.8	9.54738e+007	6.47463e+006	1.80921e+007
6	100024	5.97315e+007	5.50205e+006	1.44373e+007
7	89746.3	1.01377e+008	7.58985e+006	2.10949e+007
8	304981	8.30976e+007	7.62932e+006	2.07177e+007
9	15051.2	9.61867e+007	7.457e+006	2.15011e+007
10	954.468	7.59862e+007	6.60355e+006	1.83925e+007
11	34342.6	9.05542e+007	7.57819e+006	2.11571e+007
12	206318	9.11079e+007	7.91682e+006	2.2675e+007
13	12962	6.39295e+007	6.79642e+006	1.76483e+007
14	10151.6	7.82256e+007	6.75431e+006	1.83933e+007
15	52666.7	8.77546e+007	5.77174e+006	1.64672e+007
16	26426.5	9.31306e+007	8.48237e+006	2.34045e+007
17	106960	8.8239e+007	5.87892e+006	1.63549e+007
18	120680	8.70843e+007	6.98961e+006	1.96575e+007
19	228070	1.05714e+008	9.10321e+006	2.48608e+007
20	196884	8.82242e+007	6.16935e+006	1.80644e+007
21	163043	6.61154e+007	6.68801e+006	1.80006e+007
22	46107	7.83281e+007	6.83013e+006	1.82814e+007
23	1763.41	8.44672e+007	6.50484e+006	1.84243e+007
24	116147	8.45349e+007	8.34588e+006	2.21219e+007
25	6745.52	1.04895e+008	6.22941e+006	1.83734e+007
26	51020.9	9.46496e+007	7.477e+006	2.09514e+007
27	234.909	7.64319e+007	6.03433e+006	1.65035e+007
28	21058.9	6.76905e+007	6.64606e+006	1.77222e+007
29	160103	8.34505e+007	7.81493e+006	2.05401e+007
30	5667.46	8.85163e+007	7.1719e+006	1.9692e+007
