runId	fit_min	fit_max	fit_avg	fit_std
1	661.399	1.78789e+008	4.39149e+006	2.54389e+007
2	865.791	5.86818e+007	2.11162e+006	1.00897e+007
3	614.659	6.5632e+007	1.48287e+006	9.28325e+006
4	1158.12	6.05693e+008	1.89316e+007	9.64064e+007
5	1494.03	7.60829e+008	2.9956e+007	1.40454e+008
6	563.851	3.64693e+008	7.44108e+006	5.15586e+007
7	790.456	2.34905e+007	610517	3.38023e+006
8	1384.7	1.1901e+007	439780	1.91549e+006
9	1029.8	1.16696e+008	3.818e+006	1.81483e+007
10	1132.06	1.57711e+009	3.22096e+007	2.22977e+008
11	1037.66	1.94807e+008	5.77917e+006	2.95305e+007
12	1038.65	3.62753e+007	901458	5.1472e+006
13	1092.07	1.02189e+009	2.18549e+007	1.44493e+008
14	1231.04	9.04159e+007	2.68823e+006	1.39686e+007
15	894.786	1.26148e+009	2.67149e+007	1.78311e+008
16	1310.13	2.06328e+008	4.27198e+006	2.91675e+007
17	1396.02	2.67926e+006	78255.8	388882
18	851.272	1.37263e+008	3.08937e+006	1.94287e+007
19	977.804	4.31124e+007	1.35706e+006	6.85624e+006
20	656.937	4.04669e+008	9.05184e+006	5.73851e+007
21	738.122	1.44758e+007	724460	2.80025e+006
22	1395.6	1.69101e+009	3.51745e+007	2.39046e+008
23	1116.15	3.40408e+008	9.55141e+006	4.99681e+007
24	953.992	2.03392e+008	4.80545e+006	2.90851e+007
25	798.221	5.08142e+007	1.06065e+006	7.18167e+006
26	1125.44	1.31801e+008	2.90646e+006	1.86415e+007
27	623.519	4.95638e+008	1.99783e+007	9.40356e+007
28	1044.68	1.00501e+009	2.2167e+007	1.42306e+008
29	1489.05	5.18718e+007	1.83185e+006	8.64933e+006
30	294.623	2.92765e+007	972557	4.74807e+006
