runId	fit_min	fit_max	fit_avg	fit_std
1	17.3565	1.24302e+009	2.54431e+007	1.75728e+008
2	16.5954	1.6055e+008	5.79748e+006	2.72137e+007
3	21.3062	3.52658e+007	743064	4.98442e+006
4	18.7952	4.2547e+007	916518	6.01315e+006
5	15.7303	1.28967e+007	496608	2.23171e+006
6	18.7664	9.77854e+007	2.01014e+006	1.3825e+007
7	12.9736	3.23267e+007	1.17243e+006	5.2246e+006
8	20.2317	1.76015e+007	437828	2.52117e+006
9	26.5723	5.55244e+007	2.09004e+006	8.71269e+006
10	11.6655	1.59908e+009	3.25624e+007	2.26079e+008
11	12.8444	5.94718e+007	2.19183e+006	1.07344e+007
12	19.9018	1.89015e+009	3.99428e+007	2.67204e+008
13	15.5514	9.88342e+008	2.63247e+007	1.46073e+008
14	18.5132	1.41131e+008	3.36881e+006	2.00769e+007
15	22.5871	1.83472e+008	5.22431e+006	2.77034e+007
16	25.6323	1.28623e+008	6.25691e+006	2.34176e+007
17	23.027	4.75877e+007	1.1752e+006	6.82527e+006
18	21.6397	1.49905e+007	711619	2.81581e+006
19	19.0302	2.49156e+008	5.40675e+006	3.52223e+007
20	17.5276	1.11814e+008	3.18119e+006	1.64125e+007
21	14.1635	4.97602e+007	1.20989e+006	7.06822e+006
22	19.8197	1.81339e+008	4.28279e+006	2.57785e+007
23	17.5523	3.60353e+008	1.51698e+007	6.45278e+007
24	16.0571	8.50681e+007	2.38357e+006	1.26198e+007
25	22.63	4.94674e+007	2.09131e+006	9.44154e+006
26	16.2303	7.27819e+008	1.46899e+007	1.02912e+008
27	24.95	1.56544e+008	3.70503e+006	2.23032e+007
28	20.3658	8.7466e+006	234429	1.253e+006
29	17.1907	1.31302e+007	605150	2.49022e+006
30	18.3942	1.03585e+008	2.50886e+006	1.4821e+007
