runId	fit_min	fit_max	fit_avg	fit_std
1	5.03324	682818	37785.5	130967
2	7.66211	904242	38854.1	143838
3	5.39443	1.03195e+006	57671.9	200797
4	5.04657	1.4249e+006	54146.8	216995
5	3.54093	588648	34652.4	115155
6	4.27177	888411	51063	172320
7	6.0109	739915	38349	143127
8	3.65097	684773	45876.2	151946
9	5.44445	464732	31638	103679
10	4.55531	822334	48133.8	162617
11	2.82537	1.40119e+006	96256.7	308575
12	6.26973	295808	22668.3	69983.2
13	3.55124	574072	30712.8	111916
14	4.97314	1.59912e+006	61916.9	249215
15	3.7193	426470	33766.7	109146
16	5.61628	627985	28060.4	116060
17	4.63451	1.4665e+006	59751.5	234692
18	5.07902	1.0367e+006	51643.5	180223
19	3.69695	740218	46489.7	149779
20	5.53694	669428	43912.6	139359
21	2.42748	1.57656e+006	50985.5	231094
22	5.32592	711391	35775.2	125604
23	7.55785	948015	40539.3	155320
24	2.23416	1.04454e+006	52938.5	186939
25	6.10661	1.59606e+006	80896.7	284966
26	5.08229	725034	45286.2	156331
27	4.74691	1.49096e+006	69979	259616
28	4.80023	884288	56879	191571
29	4.23237	1.26615e+006	43375.6	193047
30	3.80321	693892	39301.1	131221
