runId	fit_min	fit_max	fit_avg	fit_std
1	1.27858	1.87098e+007	1.18268e+006	3.77802e+006
2	1.19134	2.13139e+007	1.065e+006	3.86392e+006
3	1.00144	2.13035e+007	1.23291e+006	4.15298e+006
4	0.961431	2.82733e+007	1.26675e+006	4.62186e+006
5	1.11139	1.84679e+007	1.37051e+006	4.32421e+006
6	1.48078	1.69078e+007	1.22582e+006	3.86152e+006
7	1.37794	1.16587e+007	870303	2.77909e+006
8	1.20532	1.59449e+007	1.27226e+006	3.95312e+006
9	1.0213	1.56074e+007	1.24069e+006	3.98097e+006
10	1.22436	2.49345e+007	1.58598e+006	5.15161e+006
11	0.454344	1.94097e+007	1.3893e+006	4.43394e+006
12	1.35472	2.00185e+007	1.27647e+006	4.11894e+006
13	0.901953	1.82365e+007	1.17927e+006	3.82406e+006
14	1.0022	1.59363e+007	1.40154e+006	4.32345e+006
15	0.816157	3.2808e+007	1.99155e+006	6.78655e+006
16	1.1315	2.43343e+007	2.07956e+006	6.36905e+006
17	1.09462	2.2681e+007	1.53964e+006	4.93069e+006
18	1.44039	2.37491e+007	1.54853e+006	4.89601e+006
19	1.34297	2.20809e+007	1.52838e+006	4.93529e+006
20	0.878049	2.05272e+007	1.47692e+006	4.67953e+006
21	1.35935	2.43356e+007	1.54651e+006	5.03354e+006
22	0.783524	2.77824e+007	1.82976e+006	5.86325e+006
23	0.893613	1.44091e+007	1.1148e+006	3.50692e+006
24	1.07325	1.74963e+007	1.32165e+006	4.29225e+006
25	0.722893	1.19621e+007	1.02959e+006	3.15771e+006
26	1.07978	2.11233e+007	1.33095e+006	4.26538e+006
27	0.991895	1.5112e+007	1.04042e+006	3.25208e+006
28	1.10593	2.64931e+007	1.41441e+006	4.87226e+006
29	0.984741	1.99686e+007	1.25373e+006	4.23213e+006
30	1.35334	2.15042e+007	1.26107e+006	4.16602e+006
