runId	fit_min	fit_max	fit_avg	fit_std
1	36.7582	2.98778e+008	6.66215e+006	4.23078e+007
2	37.1027	9.75773e+008	3.26449e+007	1.6223e+008
3	44.7924	1.84306e+008	4.93494e+006	2.73204e+007
4	39.9919	1.08398e+008	2.48398e+006	1.53621e+007
5	39.7722	2.179e+008	4.51051e+006	3.08025e+007
6	36.7092	4.43832e+008	9.16647e+006	6.27566e+007
7	43.7569	9.69149e+007	3.1377e+006	1.44329e+007
8	32.337	5.846e+006	171786	854537
9	36.1778	2.42266e+007	1.09595e+006	4.7547e+006
10	30.6766	9.86728e+007	3.62639e+006	1.75248e+007
11	44.9928	8.50182e+008	2.33257e+007	1.27365e+008
12	35.7441	4.14836e+006	155205	651305
13	39.2503	2.95201e+008	6.20926e+006	4.1744e+007
14	51.0574	3.03377e+007	1.14953e+006	5.20003e+006
15	43.1965	6.44586e+007	1.42323e+006	9.12901e+006
16	39.817	1.64194e+009	4.22122e+007	2.39268e+008
17	38.4289	2.41136e+010	4.86818e+008	3.40959e+009
18	53.7919	4.5733e+008	9.59073e+006	6.46753e+007
19	47.7908	3.14669e+008	6.39836e+006	4.44892e+007
20	60.9902	2.44462e+007	681031	3.5579e+006
21	38.051	1.78535e+007	422921	2.54326e+006
22	31.274	1.05118e+010	2.10367e+008	1.48658e+009
23	45.8959	4.9061e+008	1.07376e+007	6.94703e+007
24	35.1708	2.40693e+009	5.19958e+007	3.40664e+008
25	34.3763	1.71095e+008	3.51272e+006	2.41858e+007
26	22.9972	1.33447e+009	3.25069e+007	1.92245e+008
27	41.8935	2.83911e+009	5.8348e+007	4.01413e+008
28	45.4876	1.44593e+009	2.92878e+007	2.04438e+008
29	30.3852	1.70552e+007	390201	2.4179e+006
30	37.8914	2.47231e+008	6.44626e+006	3.58162e+007
