runId	fit_min	fit_max	fit_avg	fit_std
1	164039	1.32509e+009	8.38796e+007	2.76634e+008
2	37436.5	1.91682e+009	9.7584e+007	3.91282e+008
3	294152	1.40592e+009	5.87804e+007	2.58676e+008
4	40636.1	3.16427e+009	1.46236e+008	6.13116e+008
5	168490	3.34645e+009	1.469e+008	5.46488e+008
6	11976.8	5.30262e+008	3.04496e+007	1.08496e+008
7	34491.2	1.84873e+009	8.93206e+007	3.67751e+008
8	50809	1.71014e+009	7.72504e+007	2.83663e+008
9	39267	1.59717e+009	5.06965e+007	2.34466e+008
10	61327.2	2.27796e+009	6.99591e+007	3.32265e+008
11	188685	1.85944e+009	8.98085e+007	3.67838e+008
12	72160.6	3.41045e+009	1.32014e+008	5.61172e+008
13	36427	2.16281e+009	9.40164e+007	3.77842e+008
14	383057	3.7362e+009	9.65183e+007	5.34974e+008
15	83770.4	6.10801e+008	4.20048e+007	1.42236e+008
16	171957	1.26395e+009	6.54575e+007	2.5025e+008
17	77231.3	8.31593e+008	4.15634e+007	1.51247e+008
18	99774.9	4.7759e+009	1.70792e+008	7.30167e+008
19	59045.9	9.20876e+008	3.87904e+007	1.5724e+008
20	77100.7	3.2311e+009	1.95166e+008	6.98845e+008
21	93597.3	5.43378e+009	1.44206e+008	7.74154e+008
22	67139.9	1.67475e+009	8.48349e+007	3.31771e+008
23	198460	4.59013e+009	1.91638e+008	8.14703e+008
24	78001.2	2.75656e+009	7.38336e+007	3.96252e+008
25	65815.4	1.41484e+009	5.65405e+007	2.2984e+008
26	50764.3	2.65192e+009	1.40271e+008	4.99052e+008
27	277400	1.19987e+009	5.69337e+007	2.09866e+008
28	431777	1.16412e+009	4.61599e+007	1.83388e+008
29	48651.4	1.89766e+009	9.45123e+007	3.43694e+008
30	154197	1.64173e+009	7.02172e+007	2.73389e+008
