runId	fit_min	fit_max	fit_avg	fit_std
1	43.4809	249460	10571.1	40164.2
2	24.0196	189571	12402	39353.9
3	36.1391	166240	8647.39	30979.7
4	56.5738	124381	7799.37	25437.6
5	32.1634	149772	7612.05	26409.2
6	43.3562	132584	5370.95	21069.1
7	18.4309	316127	16275.1	55071
8	45.8046	117462	8661.8	27604.7
9	52.5191	169699	10786.7	35791.9
10	43.5171	131930	7863.62	25124.5
11	73.9042	192323	10039.8	36269.8
12	17.3483	192524	11368.8	36824.1
13	43.6714	203459	15259.3	47519.9
14	55.6842	170847	9279.7	31373.2
15	30.3666	111661	8500.34	26397.6
16	39.6779	278435	14740	50385.3
17	20.1544	289624	16668.1	56377.8
18	10.1881	196267	9725.94	34364.1
19	43.2991	225375	12015.2	41338.5
20	28.8432	206639	8629.56	32710.7
21	44.0568	50114.2	3880.91	11939.4
22	38.4498	249886	15318.6	52311.5
23	49.6744	237097	12324.5	42234.7
24	22.8721	209731	11839.1	40195.3
25	28.6135	214364	13995.6	44849.6
26	32.7207	164396	10901.8	34368.4
27	25.9135	94554.2	7615.16	23847.8
28	30.9884	142479	9119.89	30631.2
29	16.8053	149175	8092.82	26848.3
30	48.9309	112578	6936.1	22500
