runId	fit_min	fit_max	fit_avg	fit_std
1	79.306	1.34906e+007	1.17457e+006	3.61868e+006
2	71.0975	2.5032e+007	1.54071e+006	4.92785e+006
3	142.656	1.13957e+007	965145	3.0079e+006
4	124.679	1.91536e+007	1.38277e+006	4.469e+006
5	155.254	2.7019e+007	1.62114e+006	5.29121e+006
6	62.9196	2.13156e+007	1.22308e+006	4.12552e+006
7	68.4238	2.60951e+007	1.85225e+006	5.84811e+006
8	4.08086	2.72662e+007	1.73661e+006	5.65919e+006
9	4.01152	1.78897e+007	1.35475e+006	4.16957e+006
10	191.279	1.33386e+007	1.00456e+006	3.13885e+006
11	66.9811	2.16303e+007	1.06908e+006	3.70864e+006
12	42.2972	1.59313e+007	1.35116e+006	4.20372e+006
13	3.92602	1.98705e+007	1.12372e+006	3.67872e+006
14	18.6766	2.84133e+007	1.26287e+006	4.67739e+006
15	27.882	2.18494e+007	1.60303e+006	5.03385e+006
16	4.83508	2.10424e+007	1.37389e+006	4.54286e+006
17	118.074	1.65859e+007	1.06133e+006	3.45988e+006
18	4.82088	2.15973e+007	1.45514e+006	4.57557e+006
19	5.73685	1.69881e+007	1.24847e+006	3.86858e+006
20	95.6691	1.6596e+007	1.33756e+006	4.12701e+006
21	123.509	1.88911e+007	1.51167e+006	4.7109e+006
22	35.9392	2.00189e+007	1.58265e+006	4.97814e+006
23	4.00483	1.46841e+007	1.2571e+006	3.88328e+006
24	4.22758	1.67617e+007	983298	3.23397e+006
25	125.987	3.176e+007	1.70213e+006	5.71355e+006
26	28.4697	2.1502e+007	1.71637e+006	5.45598e+006
27	36.1422	1.80203e+007	1.3154e+006	4.10517e+006
28	40.8021	1.46989e+007	1.11609e+006	3.50864e+006
29	267.539	2.53708e+007	1.58032e+006	5.05809e+006
30	62.2746	2.41177e+007	1.60454e+006	5.25529e+006
