runId	fit_min	fit_max	fit_avg	fit_std
1	6.07565	671641	41817.5	138773
2	5.4946	1.54645e+006	54425.2	238584
3	8.29696	1.38137e+006	50874.8	216428
4	6.65875	973862	73973.2	232838
5	6.26509	441732	28538.8	92903.8
6	5.60973	1.15599e+006	57805.1	202904
7	7.92179	893895	49777.4	169238
8	6.70033	1.5094e+006	57014	231472
9	5.85308	1.6927e+006	83026.5	295325
10	8.09373	591038	42867.5	142308
11	8.84964	470661	26710	93631.1
12	5.49365	585940	23322.5	90697.3
13	9.74472	986994	45955.3	163181
14	8.7707	770991	49111.6	164093
15	6.26471	693107	42245.3	143340
16	5.55262	657394	32760	115864
17	6.78432	948390	51403.8	174436
18	7.84645	778865	48671.3	159188
19	6.39413	980010	60985.4	199666
20	6.72797	887070	60295.6	197949
21	6.75031	1.19431e+006	52763.6	195981
22	6.71346	569978	28971.9	103558
23	5.61557	710383	39914.1	132655
24	6.3399	1.27993e+006	42823.6	191192
25	7.24518	697542	43124.1	146242
26	6.96333	1.04756e+006	51944.6	198176
27	7.56753	897373	53587.5	188958
28	7.85443	586662	27306.4	98656.2
29	7.80249	472881	31863.9	107862
30	8.57006	1.79292e+006	59084	268949
